¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¬Kµó121~150¸¹,30.3,¦í,,,1050616,¤g¦a1«Øª«1¨®¦ì2,¤Q¤G¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851116,227.06,3,2,2,¦³,¦³,11790000,51925,©Y¹D¥­­±,39.9,0,¶§¥x¥[¸Ë¾Tµ¡,RPPNMLNKPHLFFEF28CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï¥Á±Ú¸ô31«Ñ31~60¸¹,26.84,¨ä¥L,,,1050618,¤g¦a1«Øª«1¨®¦ì0,¤G¼h¡A¤@¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0880111,147.08,5,3,2,¦³,¦³,16000000,108784,,0.0,0,§¨¼h¡Bµn°O¦W¸q¤H¦³3¤H,RPRNMLNKPHLFFEF48CA
¤K¨½°Ï,¤g¦a,¤p¤K¨½Ê¬¬q·¬Âd¤æ´ò¤p¬q271~300¦a¸¹,132.36,¨ä¥L,,,1050701,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2400000,18132,,0.0,0,,RPTNMLMKPHLFFEF58CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¦Á¤î°Ï¦Á¸U¸ô¤G¬q228«Ñ31§Ë121~150¸¹,34.96,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1050629,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841007,85.66,2,2,1,¦³,µL,1950000,22764,,0.0,0,,RPRNMLPKPHLFFDF58CA
¸U¨½°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¸U¨½°Ï¤j«i¸ô1~30¸¹,25.48,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050615,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690904,80.75,3,1,1,¦³,µL,550000,6811,,0.0,0,·å²«ª«¥ó¤§¥æ©ö¡C,RPTPMLQLPHLFFDF56CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¦Á¤î°Ï¦Á¸U¸ô¤G¬q228«Ñ18§Ë1~30¸¹,38.6,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1050527,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850209,111.91,3,2,2,¦³,¦³,6000000,53615,,0.0,0,,RPWNMLOJQHLFFDF98CA
Åaºq°Ï,¤g¦a,¦y¤s°ï¬q391~420¦a¸¹,18.83,¨ä¥L,,,1050621,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,147300,7823,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVOMLOKPHLFFIF86CA
¾ðªL°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¾ðªL°Ï¤j¦w¸ô91~120¸¹,10.61,¨ä¥L,,,1050610,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850715,102.16,3,2,2,¦³,¦³,8300000,81245,,0.0,0,,RPWNMLOKPHLFFIF86CA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¥Ã©M°Ï«OºÖ¸ô¤G¬q91~120¸¹,26.48,¦í,,,1050518,¤g¦a1«Øª«1¨®¦ì2,¤Q¤»¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1040915,331.90999999999997,4,2,3,¦³,¦³,45460000,169282,©Y¹D¥­­±,80.2,2850000,,RPSNMLOLQHLFFHF56CA
¾ðªL°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¾ðªL°Ï«O¦wµó¤@¬q1~30¸¹,17.31,¦í,,,1050524,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0730229,104.29,4,2,1,¦³,µL,7500000,71915,,0.0,0,¶§¥x¼W«Ø,RPXOMLNKPHLFFIF96CA
¾ðªL°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¾ðªL°Ï¨Î¶é¸ô¤@¬q91~120¸¹,13.76,¦í,,,1050515,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0961210,57.739999999999995,3,2,2,¦³,¦³,3500000,60617,,0.0,0,§t³Ã­Ñ³]³Æ   ¤G¿Ëµ¥¶R½æ   ¦@¦³¤H©ÓÁÊ,RPQPMLNKPHLFFIF98CA
¾ðªL°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¾ðªL°Ï¾ð·s¸ô100«Ñ1~30¸¹,20.1,¦í,,,1050627,¤g¦a3«Øª«1¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0670923,68.69,3,2,1,¦³,µL,4550000,66240,,0.0,0,¶§¥x¥~±À,RPUNMLMKPHLFFIF09CA
¤¤©M°Ï,¨®¦ì,·s¥_¥«¤¤©M°Ï¨q®Ô¸ô¤T¬q151~180¸¹,0.15,¦í,,,1050620,¤g¦a0«Øª«0¨®¦ì1,¦a¤U¤@¼h¡A¦a¤U¤G¼h¡A¦a¤U¤T¼h¡A¦a¤U¥|¼h,¤G¤Q¤T¼h,¨ä¥L,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850108,43.83,0,0,0,¦³,¦³,1900000,,©Y¹D¥­­±,43.83,1900000,,RPOPMLLJQHLFFHF48CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤¤©M°Ï´º¥­¸ô61~90¸¹,5.26,¦í,,,1050610,¤g¦a1«Øª«1¨®¦ì1,¤Q¤E¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0861104,101.28,1,1,1,¦³,¦³,9180000,90640,©Y¹D¾÷±ñ,36.67,0,,RPTPMLSJQHLFFHF07CA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¥Ã©M°Ï¤¯·R¸ô141«Ñ1~30¸¹,23.29,¦í,,,1050520,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860110,140.25,3,2,2,¦³,¦³,15800000,112656,©Y¹D¥­­±,0.0,0,,RPVPMLQLPHLFFHF17CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¤j«iµó27«Ñ1~30¸¹,35.44,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0610415,76.85,5,0,5,¦³,µL,9500000,123617,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPUPMLRLPHLFFHF17CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï´º¦w¸ô241~270¸¹,25.97,¦í,,,1050502,¤g¦a1«Øª«1¨®¦ì0,¥|¼h¡A¶§¥x,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690307,93.21,3,2,1,¦³,µL,5600000,60079,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUPMLTLPHLFFHF37CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤¤©M°Ï¶ê³q¸ô299«Ñ1~30¸¹,15.41,¦í,,,1050606,¤g¦a2«Øª«1¨®¦ì1,¤»¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0971007,90.5,2,2,1,¦³,¦³,10000000,110497,©Y¹D¾÷±ñ,11.8,0,,RPTOMLLLPHLFFHF98CA
¤¤©M°Ï,¤g¦a,¦Ç‚í¬q61~90¦a¸¹,165.35,¹A,,,1050704,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9003000,54448,,0.0,0,¤g¦a¤W¦³ÅK¥Ö­í,RPSNMLSKPHLFFHF76CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¤¤¤s¸ô¤G¬q526«Ñ1~30¸¹,30.13,¤u,,,1050528,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0580419,75.0,3,2,2,¦³,µL,7900000,105333,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPROMLMKPHLFFHF78CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤¤©M°Ï¤¤¥¿¸ô811~840¸¹,7.81,¦í,,,1050605,¤g¦a2«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880915,120.32000000000001,2,2,1,¦³,¦³,10900000,90592,©Y¹D¥­­±,36.98,0,,RPORMLOKPHLFFHF98CA
¤¤©M°Ï,¨®¦ì,·s¥_¥«¤¤©M°Ï¦Û±j¸ô31~60¸¹,0.0,,,,1050629,¤g¦a0«Øª«0¨®¦ì1,¦a¤U¤@¼h,¤K¼h,¨ä¥L,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830107,33.87,0,0,0,¦³,µL,1500000,,©Y¹D¥­­±,32.46,1500000,,RPTPMLLKPHLFFHF98CA
Äª¬w°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«Äª¬w°Ï¶°½å¸ô224«Ñ1~30¸¹,15.11,¦í,,,1050529,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850509,139.76,3,2,2,¦³,¦³,12500000,89439,©Y¹D¥­­±,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPUNMLOKPHLFFGF09CA
Äª¬w°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«Äª¬w°Ï¥ú´_¸ô31~60¸¹,16.58,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941207,53.489999999999995,2,1,1,¦³,¦³,6660000,124509,,0.0,0,¤­¼Ó¦³¹q±è§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPXNMLOKPHLFFGF76CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°ÏªeÃä¥_µó110«Ñ61~90¸¹,12.53,¦í,,,1050610,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830819,45.55,2,1,1,¦³,µL,4550000,99890,,0.0,0,¨¾¤õ«Ñ¥~±À,RPROMLOKPHLFFGF88CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤O¦æ¸ô¤@¬q38«Ñ5§Ë1~30¸¹,21.4,¦í,,,1050613,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701224,105.0,3,2,1,¦³,µL,7300000,69524,,0.0,0,,RPSOMLOKPHLFFGF98CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤¤¥¿¥_¸ô176«Ñ1~30¸¹,15.77,¦í,,,1050606,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,1020904,104.59,0,0,0,µL,¦³,13770000,131657,,0.0,0,,RPRNMLPLPHLFFGF98CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤j«iµó82«Ñ26§Ë1~30¸¹,119.0,¤u,,,1050602,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0760513,298.98,0,0,0,µL,µL,37600000,125761,,0.0,0,,RPPQMLKLPHLFFGF58CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¦Á¤î°Ï·s»O¤­¸ô¤@¬q61~90¸¹,37.07,¤u,,,1050607,¤g¦a1«Øª«1¨®¦ì3,¤Q¤E¼h,¤G¤Q¤@¼h,¿ì¤½°Ó·~¤j¼Ó,¤u°Ó¥Î,¿û³y,0830330,541.3299999999999,4,1,0,¦³,¦³,35206250,65037,©Y¹D¥­­±,94.53,0,,RPPNMLMKPHLFFDF08CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¦Á¤î°Ï©y¿³µó9«Ñ1~30¸¹,24.88,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050611,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820920,81.88,1,2,1,¦³,¦³,7120000,86957,,0.0,0,,RPQNMLNKPHLFFDF28CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°ÏÄ_¾ô¸ô78«Ñ91~120¸¹,15.73,¦í,,,1050520,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020829,189.32,3,2,2,¦³,¦³,22750000,120167,©Y¹D¥­­±,26.42,0,,RPPNMLSJQHLFFCF58CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°ÏÄ_¾ô¸ô78«Ñ1~30¸¹,14.18,¦í,,,1050527,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990903,164.85000000000002,2,2,1,¦³,¦³,24000000,145587,©Y¹D¥­­±,27.61,0,,RPXNMLSJQHLFFCF76CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¦w²»¸ô110«Ñ61~90¸¹,34.06,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1050618,¤g¦a1«Øª«1¨®¦ì0,¤Q¤»¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841115,77.82,2,1,1,¦³,¦³,3500000,44976,,0.0,0,,RPTOMLMJQHLFFCF48CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï¦w©¾¸ô84«Ñ1~30¸¹,20.17,¦í,,,1050618,¤g¦a2«Øª«1¨®¦ì1,¤T¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040729,138.9,3,2,2,¦³,¦³,15940000,114376,¤É­°¾÷±ñ,12.65,1500000,,RPSNMLNJQHLFFCF38CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï¥_©y¸ô¤G¬q421«Ñ2§Ë1~30¸¹,34.74,¦í,,,1050514,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021108,209.52999999999997,4,2,2,¦³,¦³,13900000,67476,©Y¹D¥­­±,31.69,1900000,,RPXPMLNJQHLFFCF09CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï¥_©y¸ô¤G¬q421«Ñ2§Ë61~90¸¹,36.35,¦í,,,1050513,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021108,218.65999999999997,4,2,2,¦³,¦³,14880000,68888,©Y¹D¥­­±,31.69,2000000,,RPPNMLOJQHLFFCF18CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¥_©y¸ô¤G¬q421«Ñ2§Ë31~60¸¹,22.53,¦í,,,1050521,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021108,135.84,4,2,2,¦³,¦³,9100000,66991,,0.0,0,,RPRNMLOJQHLFFCF38CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¤¤¥¡¥|µó31~60¸¹,9.49,¦í,,,1050620,¤g¦a2«Øª«1¨®¦ì0,¤»¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0930721,41.42,3,2,2,¦³,¦³,2108140,50897,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUNMLOJQHLFFCF68CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¥_©y¸ô¤G¬q421«Ñ2§Ë61~90¸¹,16.09,¦í,,,1050611,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021108,95.41,2,2,1,¦³,¦³,6500000,68127,,0.0,0,,RPUOMLOJQHLFFCF78CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï¥_©y¸ô¤G¬q421«Ñ2§Ë31~60¸¹,24.54,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021108,148.05,3,2,2,¦³,¦³,9860000,68408,©Y¹D¥­­±,31.69,1900000,,RPWOMLOJQHLFFCF98CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¤¤¿³¸ô¤G¬q57«Ñ1~30¸¹,32.83,¦í,,,1050604,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770524,119.16,3,2,2,¦³,µL,15800000,132595,,0.0,0,,RPSOMLPKPHLFFCF68CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°ÏÄ_¤¸¸ô¤@¬q85«Ñ1~30¸¹,34.1,¦í,,,1050531,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770116,117.83,3,2,2,¦³,µL,14950000,126878,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPRPMLLKPHLFFCF28CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¦w±d¸ô¤G¬q206«Ñ1~30¸¹,17.0,¦í,,,1050610,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870311,98.88,3,2,2,¦³,¦³,10000000,101133,,0.0,0,,RPQNMLMKPHLFFCF08CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï¾¤©ú¸ô91~120¸¹,53.4,¨ä¥L,,,1050513,¤g¦a11«Øª«1¨®¦ì1,¤T¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810307,177.6,3,2,2,¦³,¦³,7600000,42793,©Y¹D¥­­±,0.0,0,,RPTOMLLKPHLFFCF38CA
®õ¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«®õ¤s°Ï·¬¦¿¸ô121~150¸¹,25.25,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050605,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050218,88.95,3,2,2,¦³,µL,6228400,70021,¤É­°¾÷±ñ,8.88,0,,RPQQMLSLPHLFFBF98CA
®õ¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«®õ¤s°Ï·¬¦¿¸ô121~150¸¹,27.92,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050607,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050218,98.00999999999999,3,2,2,¦³,µL,7154700,73000,¤É­°¾÷±ñ,8.88,0,,RPRQMLSLPHLFFBF09CA
®õ¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«®õ¤s°Ï·¬¦¿¸ô121~150¸¹,25.25,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050606,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050218,88.95,3,2,2,¦³,µL,6160000,69252,¤É­°¾÷±ñ,8.88,0,,RPSQMLSLPHLFFBF56CA
®õ¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«®õ¤s°Ï·¬¦¿¸ô121~150¸¹,36.87,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1050512,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050218,128.24,3,2,2,¦³,µL,10150000,79148,¤É­°¾÷±ñ,8.88,0,,RPOQMLSLPHLFFBF78CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªL¤f°Ï¤K¼w¸ô241~270¸¹,8.85,¨ä¥L,,,1050615,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040129,75.23,0,0,0,µL,¦³,10200000,135584,,0.0,0,,RPUPMLTJQHLFFBF66CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï«ä·½¸ô192«Ñ1~30¸¹,35.12,¦í,,,1050605,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,1031117,248.69,4,2,2,¦³,µL,30500000,137454,©Y¹D¥­­±,40.62,1900000,,RPTOMLMJQHLFFBF38CA
